V1,A.S. President,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - CCS,Collegiate Senator - CCS,Collegiate Senator - CCS,Collegiate Senator - Engineering,Collegiate Senator - Engineering,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. University Owned Off Campus
ResponseID,Alejandra Melgoza - Independent,Austin Hechler - Campus United,Jose Magana - Peer Action Coalition (PAC),Write-In,Write-In-TEXT,Write-In,Write-In-TEXT,Write-In,Write-In-TEXT,Ashcon Minoiefar - Campus United,Neha Nayak - Campus United,Stevan Abdalmalik - The Response,Victor Garcia - Peer Action Coalition (PAC),"Josephine ""Josie"" Ampaw - Independent",Cameron Demille - Peer Action Coalition (PAC),"Felipe ""Flippy"" Recinos Quant - The Response","Williams ""Willie"" Roman - The Response",Marjan Abubo - The Response,Alexander Giolito - Campus United,Tamar Barlev - Campus United,Jasmine Sandhu - Campus United,Kimberly Fuentes Carrillo - Peer Action Coalition (PAC),Steven Kwok - Peer Action Coalition (PAC),"Richard ""Rick"" Zierer - Peer Action Coalition (PAC)","Emanuel ""Manny"" Suarez Jimenez - Queer and Trans Student Body (QuTSB)",Ezra Kosviner - Campus United,"Jordan ""Robeman"" Mitchell - The Response",Adam Tabor - Peer Action Coalition (PAC),"Matthew ""Matt"" Greenberg - Campus United",Kelvin Campos - Peer Action Coalition (PAC),"Jonathan ""Jonathan Lopez"" Lopez - The Response",Jesse Velasquez - The Response,Leanna Lugo - The Response,Luvia Solis-Barraza - The Response,Maria Hoang - The Response,Reilly Hobson - Campus United,Bianca Fernandez - Campus United,Elias Jordan - Campus United,Cole Marting - Campus United,"Steven ""Digy"" Stovall - Campus United",Patrick Dohoney - Campus United,Rebecca Yadegari - Campus United,Batsheva Stoll - Campus United,"Izabella ""Izzy"" Kipnis - Campus United",Hannah Ellenhorn - Campus United,Ashley Selki - Campus United,Cole Hyatt - The Response,Joel Ruiz - Peer Action Coalition (PAC),Hien Mai - The Response,Sophia Dycaico - Peer Action Coalition (PAC),Sebastian Rubio Ruiz - Peer Action Coalition (PAC),Aaron Hendizadeh - Campus United,Marisol Hernandez - Peer Action Coalition (PAC),Juliano Pula - Peer Action Coalition (PAC),Lesly Silva - The Response,"Bryan ""Bryan"" Samayoa-Velasquez - Campus United","Kuvimbanashe ""Eddy"" Chikukwa - Peer Action Coalition (PAC)","Kou ""KO"" Collins - Peer Action Coalition (PAC)",Conor Collins - Peer Action Coalition (PAC),Unique Vance - The Response,"Yanira ""Jenny"" Flores - The Response",Deanna Nguyen - Campus United,"Sabrina ""Sabrina"" Divin - Peer Action Coalition (PAC)"
R_00000000003133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
R_00000000003134,2,1,3,,,,,,,1,2,1,3,1,,1,3,2,,,,,,,4,,,,,,1,2,4,5,6,,,,,,,,,,,,7,,8,,,,,,,,,,,,,,
R_00000000003135,3,1,2,1,Michael Amalfitano,,,,,1,1,2,3,1,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,,5,3,,,
R_00000000003136,1,3,2,,,,,,,1,1,3,2,1,,,2,,1,3,,4,,,,,,,,,8,,,9,1,,13,,7,6,,5,4,2,12,,14,11,,,,10,,,,,,,,,,,
R_00000000003137,2,1,3,,,,,,,1,1,3,2,1,,,,,1,3,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000003138,2,3,1,,,,,,,,3,1,2,1,,2,4,1,,,,3,,,,,,,,,2,11,7,5,4,,,,,,,,,,,,1,13,8,12,9,,10,6,,,,,,,,,
R_00000000003139,,1,,1,Natalie Jordan,,,,,1,1,3,2,1,,4,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003140,,1,,1,Natalie Jordan ,,,,,1,1,,,,,,,,3,1,2,,,,,,,,,,,,,,,1,2,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,,,
R_00000000003141,3,1,2,,,,,,,1,1,3,2,1,,,,,1,3,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,4,1,3,,,,
R_00000000003142,2,3,1,1,Manushi Yapabandara ,,,,,1,3,2,1,1,,2,4,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,5,1,2,3,,,
R_00000000003143,,,,,Natalie Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003145,3,1,2,,,,,,,1,2,1,3,1,,,,,,,,,,,,,,,1,2,9,10,2,1,11,8,,,7,14,5,,,,,6,4,,13,,,12,,,,,,,,,,,
R_00000000003146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
R_00000000003147,2,3,1,,,,,,,,3,1,2,1,,,,3,,,4,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
R_00000000003148,2,1,3,,Natalie Jordan,,,,,1,1,2,3,1,4,,,2,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3
R_00000000003149,,1,,1,Natalie Jordan,,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,1,2,4,6,5,7,8,9,,,,,,,,,,,,,,,,,,,,
R_00000000003150,,,,,,,,,,,,1,2,,,1,3,2,,,,,,,4,,,,,,1,2,4,5,6,,,,,,,,9,,,,7,,8,,,,,,,,,,,,,,
R_00000000003151,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003152,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
R_00000000003153,2,1,3,,,,,,,1,2,1,3,1,,4,3,2,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
R_00000000003154,,1,,1,Natalie Jordan,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,
R_00000000003155,1,2,3,,,,,,,1,1,3,2,1,,,,,,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2
R_00000000003156,3,2,1,,,,,,,1,3,1,2,1,,2,,4,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,,5,1,,,
R_00000000003157,3,1,2,,,,,,,1,1,2,3,1,,,,2,1,,4,,,3,,,,,,,2,4,5,6,7,8,9,10,11,12,13,14,,,,,,,,,,1,,,,,,,,,,,
R_00000000003158,1,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003159,3,2,1,1,Austin Hechler,2,Jose Magana,3,Alejandra Melgoza,1,1,3,2,1,,,,3,2,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,5,3,4,,,
R_00000000003160,2,1,3,1,Manushi Yapabandara,,,,,1,2,3,1,,4,,,,1,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003161,3,2,1,1,Aaron Bausch,2,Aaron Bausch,3,Aaron Bausch,1,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003162,2,1,3,1,Jacob Johnson,2,Chika Anyiwo,3,Nisha Woodbury,1,1,3,2,1,,,,,,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003163,,1,,1,Natalie Jordan,,,,,1,1,,,,,,,,1,2,3,,,,,,,,,,,,,,,6,2,4,5,1,7,8,9,10,11,12,,,,,,13,,,,,,,,,,,
R_00000000003164,3,1,2,1,Manushi Yapabandara,3,Hiro Bower,2,Jose Magana,1,3,1,2,1,1,3,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,5,,1,,,
R_00000000003165,1,2,3,,,,,,,1,1,3,2,1,,,,,2,3,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,
R_00000000003166,3,1,2,,,,,,,1,3,1,2,,,,,4,3,1,2,,,,,,,,,,1,,,6,2,,4,,8,,9,5,,,7,,13,,,,14,10,12,11,,,,,,,,,
R_00000000003167,3,1,2,1,Natalie Jordan,,,,,1,1,3,2,1,,,,,3,2,1,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003168,1,,,1,Natalie Jordan,2,Alex Favacho,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,1,5,8,7,,,6,2,,,,,,,,,,,,,
R_00000000003169,3,2,1,1,Natalie Jordan,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,,,,,,1,,,,,,,,,,,
R_00000000003171,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000003172,,1,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
R_00000000003173,3,1,2,,,,,,,1,1,3,2,1,4,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,,,,
R_00000000003174,1,3,2,,,,,,,1,1,3,2,1,,3,4,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
R_00000000003175,2,1,3,,,,,,,1,1,2,3,1,,2,,,1,4,3,,,,,,,,,,,,,,14,1,2,4,5,6,7,8,9,10,11,12,,,,,,13,,,,,,,,,,,
R_00000000003176,1,2,3,1,Natalie Jordan,,,,,,2,1,3,1,,,,1,2,4,3,,,,,,,,,,,,,,10,,,8,,13,14,,6,7,5,9,1,11,,,12,4,,2,,,,,,,,,
R_00000000003177,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003178,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003179,2,1,3,,,,,,,1,1,3,2,1,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,4,3,,,
R_00000000003180,,1,,1,Natalie Jordan,,,,,1,,,,1,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003181,3,2,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003182,2,1,3,,,,,,,1,2,1,3,1,3,,,1,,,2,,4,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003183,,1,,1,Natalie Jordan,,,,,1,1,,,,,,,,3,2,1,,,,,,,,,,,,,,,13,5,2,12,1,10,8,9,4,11,7,,,,,,6,,,,,,,,,,,
R_00000000003184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003185,2,1,3,,,,,,,1,1,2,3,1,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000003186,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003187,2,1,,1,Natalie Jordan,,,,,,1,,,1,,,,,3,1,2,,,,,,,,,,,,,,,13,11,10,9,8,7,6,4,12,2,5,,,,,,1,,,,,,,,,,,
R_00000000003188,2,3,1,,,,,,,1,2,3,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,,1,2,,,
R_00000000003189,2,3,1,1,Manushi Yapabandara,2,Manushi Yapabandara,3,Manushi Yapabandara,1,3,2,1,1,2,,1,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,4,5,,,,
R_00000000003190,1,3,2,,,,,,,1,3,1,2,1,,1,3,2,,,,,,,4,,,,,,6,1,4,2,7,,,,,,,,,,,,5,9,8,10,11,14,12,13,,,,,,,,,
R_00000000003191,3,1,2,,,,,,,,1,3,2,,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
R_00000000003192,3,1,2,,,,,,,1,1,3,2,1,4,,,3,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,3,2,,,,
R_00000000003193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003194,2,3,1,1,,,,,,,3,1,2,,,3,2,,,,,4,,,1,,,,,,7,4,8,2,9,,,,,,,,,,,,11,6,12,13,1,14,5,10,,,,,,,,,
R_00000000003195,2,1,3,,,,,,,1,1,3,2,1,,,,,1,2,3,,,,4,,,,,,,,,,,5,4,6,7,8,9,10,11,12,2,1,,,,,,13,,,,,,,,,,,
R_00000000003196,,1,,,,,,,,1,1,,,,,,,,1,2,3,,,,,,,,,,,,,,,1,2,4,5,6,7,8,9,10,11,12,13,,,,,14,,,,,,,,,,,
R_00000000003197,,1,,,Natalie Jordan,,,,,1,1,,,,,,,,1,2,3,,,,,,,,,,,,,,,13,4,6,5,7,2,8,10,9,1,11,,,,,,12,,,,,,,,,,,
R_00000000003198,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003200,1,3,2,,,,,,,,,1,,1,,,,3,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003201,3,1,2,,,,,,,1,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003203,1,3,2,,,,,,,1,2,1,3,1,,3,,1,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003204,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000003205,3,1,2,1,Natalie Jordan,,,,,1,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003206,,1,,1,Natalie Jordon ,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003207,1,3,2,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003208,1,3,2,1,Jose magana,2,Alejandra mengoza,3,Austin hechler,1,,2,1,1,4,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,4,,3,,,
R_00000000003209,2,1,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003210,2,1,3,,,,,,,1,1,2,3,1,,,4,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
R_00000000003211,2,1,3,,,,,,,1,1,,,1,,,,,3,2,1,,,,,,,,,,,,,,,,,,,2,4,,,,,1,,,,,,,,,,,,,,,,,
R_00000000003212,1,2,3,,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,1,,,,,,2,,,,,,,,,,,
R_00000000003213,1,3,2,1,Jose Magana,3,Austin Hechler,2,Alejandra Melgoza,1,3,1,2,1,3,,,,2,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003214,3,1,2,1,Austin Hechler,2,Jose Magana,3,Alejandra Melgoza,,1,2,3,1,,4,,,3,1,2,,,,,,,,,,,,5,7,,8,2,9,4,6,10,11,12,14,,,,13,,,,1,,,,,,,,,,,
R_00000000003215,,1,,,Natalie Jordan,,,,,,1,,,,,,,,,2,3,1,,,,,,,,,,,,,,1,2,4,5,6,7,8,9,10,11,12,,,,,,13,,,,,,,,,,,
R_00000000003216,1,2,3,,,,,,,1,1,,,1,,,,2,4,3,1,,,,,,,,,,,,,,,1,2,4,5,6,7,8,9,,10,11,12,,,,,,13,14,,,,,,,,,
R_00000000003217,1,,2,1,Manushi Yapabandara,,,,,,,1,,1,,3,2,1,,,,,4,,,,,,,,8,7,5,1,2,,,,,,,,14,,,,6,11,4,10,12,,9,13,,,,,,,,,
R_00000000003218,,1,,1,Natalie jordan,,,,,1,1,,,1,,,,,1,3,2,,,,,,,,,,,,,,,9,10,1,8,2,4,7,5,6,11,12,,,,,,13,,,,,,,,,,,
R_00000000003219,2,3,1,,,,,,,,1,2,3,1,,4,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,
R_00000000003220,1,2,3,1,Wesley Ng,2,Adriana Aguilar,3,Caitlyn Thai,1,3,1,2,1,,2,1,,,,,4,,,3,,,,,,1,2,4,5,6,,,,,14,,,,,,,8,13,7,12,11,,9,10,,,,,,,,,
R_00000000003221,3,2,1,1,Natalie Jordan,,,,,,3,1,2,1,,4,1,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
R_00000000003222,,1,,,Natalie Jordan ,,,,,1,1,,,,,,,,1,2,3,,,,,,,,,,,,,,,1,2,4,5,6,7,8,9,10,11,12,,,,,,13,,,,,,,,,,,
R_00000000003223,3,1,2,,,,,,,1,,,,,,,,,2,3,1,,,,,,,,,,,,,,,2,4,5,6,1,7,8,9,10,11,12,,,,,,13,,,,,,,,,,,
R_00000000003224,1,3,2,2,Skyler Silverio ,3,Juliet Fong,1,Christopher Smithour,1,3,1,2,1,,2,,1,,,,,4,,3,,,,,,1,2,4,5,6,,,,,,,,,,14,,7,9,8,10,11,,12,13,,,,,,,,,
R_00000000003225,1,3,2,,,,,,,1,3,2,1,1,,4,3,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
R_00000000003226,2,1,3,1,Natalie Jordan,,,,,1,1,,2,1,,,,,,3,2,,,,1,,,,,,,,,,,,9,,,,,1,5,6,7,8,,,,4,,,2,,,,,,,,,,
R_00000000003227,,1,,1,Natalie Jordan,,,,,1,1,,,1,,,,,2,1,3,,,,,,,,,,,,,,,4,5,6,7,8,9,1,10,11,12,2,,,,,,13,,,,,,,,,,,
R_00000000003228,3,1,2,,,,,,,1,1,2,3,1,,,,,2,1,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1
R_00000000003229,3,1,2,1,D'Brickashaw Ferguson,2,Barkevious Mingo,3,Lamarcus Aldridge ,1,2,1,3,1,3,,4,,1,2,,,,,,,,,,,,6,,,8,7,,,4,,9,10,11,12,1,13,5,,14,,,2,,,,,,,,,,,
R_00000000003230,1,3,2,1,Yusuf Alnawakhtha,2,Donald Trump,3,Calvin Young,,,1,2,1,,2,,1,,,,,4,,3,,,,,,8,7,6,5,4,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,
R_00000000003231,1,,,,,,,,,,,1,2,1,,3,2,1,,,,,,,4,,,,,,6,1,5,4,2,,,,,,,,,,,,7,9,8,10,11,,12,13,,,,,,,,,
R_00000000003232,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2
R_00000000003233,2,3,1,,,,,,,1,2,3,1,1,,,,,4,,,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,4,,1,,,
R_00000000003234,,,,,,,,,,1,2,1,3,1,,3,2,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,1,,,
R_00000000003235,1,3,2,1,Manushi Yapabandara,,,,,1,2,1,3,1,4,,,2,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,3,,1,,,
R_00000000003236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003237,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003238,2,3,1,1,Manushi Yapabandara,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,,,,,
R_00000000003239,2,3,1,1,Manushi Yapabandara,,,,,1,,,1,1,,4,1,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,,,,
R_00000000003240,,,,1,Louis Mariano ,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
R_00000000003241,,,,1,Christopher Reetz,,Christopher Reetz,,Christopher Reetz,,,,,,,,,,,,,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003242,3,1,2,1,Manushi Yapabandara,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003243,3,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000003244,2,1,3,1,Manushi Yapabandara,,,,,1,2,1,3,1,,1,2,4,,,,,,3,,,,,,,2,13,,9,12,,,,14,4,,8,,5,6,,7,,1,,11,,,10,,,,,,,,,
R_00000000003245,1,,,1,Natalie Jordan,,,,,,,1,,1,,1,3,2,,,,,,,4,,,,,,2,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003246,3,2,1,,,,,,,1,1,3,2,1,,3,,,2,,,,4,,1,,,,,,2,10,9,11,4,8,,,1,12,,5,6,13,,7,,,14,,,,,,,,,,,,,,
R_00000000003247,,,,,,,,,,,,,1,,,,3,1,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000003248,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003249,3,2,1,,,,,,,1,3,1,2,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
R_00000000003250,2,3,1,,,,,,,1,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1
R_00000000003251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003252,3,2,1,1,Manushi Yapabandara ,,,,,1,1,2,3,1,,,1,,,,2,,4,,3,,,,,,6,7,4,5,,8,,,,9,10,11,12,13,,,2,,1,14,,,,,,,,,,,,,
R_00000000003253,1,3,2,1,Manushi Yapabandara,2,Natalie Jordan,,,1,3,1,2,1,,,1,3,,,,4,2,,,,,,,,1,4,2,5,,,,,,6,,,,,,,7,8,,9,10,11,,,,,,,,,,,
R_00000000003254,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
R_00000000003255,1,3,2,,,,,,,,2,3,1,1,2,,3,,,,,1,,,,,,,,,1,8,,7,,,,,,,,,,,,,,6,,,5,,2,4,,,,,,,,,
R_00000000003256,1,,,,,,,,,,1,,,,3,1,,,,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,2,3,,,,
R_00000000003257,,,,1,Jose Magana,2,Alejandra Melgoza,,,1,3,1,2,1,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_00000000003258,3,2,1,1,,3,,2,,1,2,1,3,1,1,2,,,,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,2,5,,,
R_00000000003259,,1,,1,Natalie Jordan,,,,,1,1,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000003260,2,3,1,,,,,,,1,1,2,3,1,3,1,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000003261,1,2,3,1,Catt Phan,2,A,3,D,1,3,2,1,1,,4,1,,2,,,,3,,,,,,,,,,,,,,,,,,,14,13,12,11,10,9,8,7,6,1,5,4,2,,,,,,,,,
R_00000000003262,2,1,3,1,Tarush Mohanti,,,,,1,1,3,2,1,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003263,2,3,1,2,Manushi Yapabandara,1,Natalie Jordan,,,,3,2,1,1,2,,,3,,,,1,,,4,,,,,,,,2,1,,,,,6,,,,,,,,,,5,,,,,4,,,,,,,,,
R_00000000003264,2,3,1,,,,,,,1,3,2,1,1,,1,,,4,,,2,,,3,,,,,,,,4,5,,11,2,,,12,,6,10,7,,8,,13,,9,14,,1,,,,,,,,,,
R_00000000003265,2,3,1,,Antonio Navarro,,,,,1,1,3,2,1,2,,,,,,1,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,2,5,,,
R_00000000003266,1,3,2,1,Natalie Jordan,2,,3,,,2,1,3,1,,1,2,,,,,4,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
